title,key
S3AInputStream: Handle http stream skip(n) skipping < n bytes in a forward seek,HADOOP-14606
transient list consistency failure in ITestS3AContractRootDir,HADOOP-14605
Fix the bug of aggregation log have one replication in HDFS Federation environment,HADOOP-14604
S3A input stream to support ByteBufferReadable,HADOOP-14603
allow custom release notes/changelog during create-release,HADOOP-14602
Azure: Reuse ObjectMapper,HADOOP-14601
LocatedFileStatus constructor forces RawLocalFS to exec a process to get the permissions,HADOOP-14600
RPC queue time metrics omit timed out clients,HADOOP-14599
Blacklist Http/HttpsFileSystem in FsUrlStreamHandlerFactory,HADOOP-14598
Native compilation broken with OpenSSL-1.1.0 because EVP_CIPHER_CTX has been made opaque,HADOOP-14597
AWS SDK 1.11+ aborts() on close() if > 0 bytes in stream; logs error,HADOOP-14596
SwiftNativeFileSystem Internal method has not been used,HADOOP-14595
ITestS3AFileOperationCost::testFakeDirectoryDeletion to uncomment metric assertions,HADOOP-14594
Improve TestCodecRawCoderMapping & TestRSErasureCoder to support native RS coder,HADOOP-14593
ITestS3ATemporaryCredentials to cover all ddb metastore ops with session credentials,HADOOP-14592
wasb to support getStorageStatistics,HADOOP-14591
Extend and enhance S3A exception handling,HADOOP-14590
LocalDynamoDB missing from latest AWS SDK releases,HADOOP-14589
Fix almost hundreds of typos --some of them are exposed to user.,HADOOP-14588
Use GenericTestUtils.setLogLevel when available in hadoop-common,HADOOP-14587
StringIndexOutOfBoundsException breaks org.apache.hadoop.util.Shell on 2.7.x with Java 9,HADOOP-14586
Ensure controls in-place to prevent clients with significant clock skews pruning aggressively,HADOOP-14585
WASB to support high-performance commit protocol,HADOOP-14584
wasb throws an exception if you try to create a file and there's no parent directory,HADOOP-14583
WASB exception handling to translate specific failures into specific exceptions,HADOOP-14582
Restrict setOwner to list of user when security is enabled in wasb,HADOOP-14581
Sample mount table in ViewFs.md contains capitalization error,HADOOP-14580
Add Kerberos and Delegation token support to ADLS client,HADOOP-14579
Bind IPC connections to kerberos UPN host for proxy users,HADOOP-14578
ITestS3AInconsistency.testGetFileStatus failing in -DS3guard test runs,HADOOP-14577
s3guard DynamoDB resource not found: tables not ACTIVE state after initial connection,HADOOP-14576
dfs getmerge operation should be able to write to stdout,HADOOP-14574
regression: Azure tests which capture logs failing with move to SLF4J,HADOOP-14573
General improvements to Azure test cases,HADOOP-14572
Deprecate public APIs relate to log4j1,HADOOP-14571
Distcp --dry-run switch to show what files would copy like rsync,HADOOP-14570
"NativeAzureFileSystem, AzureBlobStorageTestAccount to have useful toString() values",HADOOP-14569
GenericTestUtils#waitFor missing parameter verification,HADOOP-14568
DistCP NullPointerException when -atomic is set but -tmp is not,HADOOP-14567
Add seek support for SFTP FileSystem,HADOOP-14566
Azure: Add Authorization support to ADLS,HADOOP-14565
s3a test can hang in teardown with network problems,HADOOP-14564
LoadBalancingKMSClientProvider#warmUpEncryptedKeys swallows IOException,HADOOP-14563
Contract tests to include coverage of {{createNonRecursive()}} ,HADOOP-14562
Making HAR mutable,HADOOP-14561
Make HttpServer2 backlog size configurable,HADOOP-14560
FTPFileSystem instance in TestFTPFileSystem should be created before tests and closed after tests ,HADOOP-14559
RPC requests on a secure cluster are 10x slower due to expensive encryption and decryption ,HADOOP-14558
Document  HADOOP-8143  (Change distcp to have -pb on by default),HADOOP-14557
S3A to support Delegation Tokens,HADOOP-14556
document how to run wasb tests in azure docs site/testing.md,HADOOP-14555
TestFileSystemOperationExceptionMessage to not rerun all of NativeAzureFileSystemBaseTest,HADOOP-14554
Add (parallelized) integration tests to hadoop-azure,HADOOP-14553
Über-jira: WASB client phase II: performance and testing,HADOOP-14552
S3A init hangs if you try to connect while the system is offline,HADOOP-14551
remove unused parameter of javadoc,HADOOP-14550
Use GenericTestUtils.setLogLevel when available in hadoop-tools,HADOOP-14549
S3Guard: issues running parallel tests w/ S3N ,HADOOP-14548
[WASB] the configured retry policy is not used for all storage operations.,HADOOP-14547
Azure: Concurrent I/O does not work when secure.mode is enabled,HADOOP-14546
Uninitialized S3A instance NPEs on toString(),HADOOP-14545
DistCp documentation for command line options is misaligned.,HADOOP-14544
ZKFC should use getAversion() while setting the zkacl,HADOOP-14543
Add IOUtils.cleanupWithLogger that accepts slf4j logger API,HADOOP-14542
fix AssertionError for TestFilterFileSystem#testFilterFileSystem,HADOOP-14541
Replace MRv1 specific terms in HostsFileReader,HADOOP-14540
Move commons logging APIs over to slf4j in hadoop-common,HADOOP-14539
Fix TestFilterFileSystem and TestHarFileSystem failures after DistributedFileSystem.append API,HADOOP-14538
FindBugs warning in ECSchema#toString,HADOOP-14537
Update azure-storage sdk to version 5.3.0,HADOOP-14536
wasb: implement high-performance random access and seek of block blobs,HADOOP-14535
[Umbrella] API related cleanup for Hadoop 3,HADOOP-14534
Size of args cannot be less than zero in TraceAdmin#run as its linkedlist,HADOOP-14533
TestOozieCLI.testSlaEvents is not testing SLAServlet.,HADOOP-14532
[Umbrella] Improve S3A error handling & reporting,HADOOP-14531
Translate AWS SSE-KMS missing key exception to something,HADOOP-14530
retire s3n,HADOOP-14529
s3a encryption tests fail when dest bucket has SSE-KMS enabled,HADOOP-14528
ITestS3GuardListConsistency is too slow,HADOOP-14527
Examine code base for cases that exception is thrown from finally block,HADOOP-14526
org.apache.hadoop.io.Text Truncate,HADOOP-14525
Make CryptoCodec Closeable so it can be cleaned up proactively,HADOOP-14524
OpensslAesCtrCryptoCodec.finalize() holds excessive amounts of memory,HADOOP-14523
KMS client needs retry logic,HADOOP-14521
WASB: Block compaction for Azure Block Blobs,HADOOP-14520
Client$Connection#waitForWork may suffer from spurious wakeups,HADOOP-14519
Customize User-Agent header sent in HTTP/HTTPS requests by WASB.,HADOOP-14518
Update WASB driver to use the latest version (5.2.0) of SDK for Microsoft Azure Storage Clients,HADOOP-14516
Specifically configure zookeeper-related log levels in KMS log4j,HADOOP-14515
A little performance improvement of HarFileSystem,HADOOP-14513
WASB atomic rename should not throw exception if the file is neither in src nor in dst when doing the rename,HADOOP-14512
WritableRpcEngine.Invocation#toString NPE on null parameters,HADOOP-14511
Use error code detail in AWS server responses for finer grained exceptions,HADOOP-14510
InconsistentAmazonS3Client adds extra paths to listStatus() after delete.,HADOOP-14509
TestDFSIO throws NPE when set -sequential argument.,HADOOP-14508
extend per-bucket secret key config with explicit getPassword() on fs.s3a.$bucket.secret.key,HADOOP-14507
Add create() contract test that verifies ancestor dir creation,HADOOP-14506
simplify mkdirs() after S3Guard delete tracking change,HADOOP-14505
ProvidedFileStatusIterator#next() may throw IndexOutOfBoundsException,HADOOP-14504
Make RollingAverages a mutable metric,HADOOP-14503
Confusion/name conflict between NameNodeActivity#BlockReportNumOps and RpcDetailedActivity#BlockReportNumOps,HADOOP-14502
Switch from aalto-xml to woodstox to handle odd XML features,HADOOP-14501
"Azure: TestFileSystemOperationExceptionHandling{,MultiThreaded} fails",HADOOP-14500
Findbugs warning in LocalMetadataStore,HADOOP-14499
HADOOP_OPTIONAL_TOOLS not parsed correctly,HADOOP-14498
Logs for KMS delegation token lifecycle,HADOOP-14497
Logs for KMS delegation token lifecycle,HADOOP-14496
Add set options interface to FSDataOutputStreamBuilder ,HADOOP-14495
ITestJets3tNativeS3FileSystemContract tests NPEs in teardown if store undefined,HADOOP-14494
"YARN distributed shell application fails, when RM failed over or Restarts",HADOOP-14493
RpcDetailedMetrics and NameNodeMetrics use different rate metrics abstraction cause the Xavgtime confused,HADOOP-14492
Azure has messed doc structure,HADOOP-14491
Upgrade azure-storage sdk version >5.4.0,HADOOP-14490
ITestS3GuardConcurrentOps requires explicit DynamoDB table name to be configured,HADOOP-14489
s3guard w/ failure injection: listStatus fails after renaming file into directory,HADOOP-14488
DirListingMetadata precondition failure messages to include path at fault,HADOOP-14487
TestSFTPFileSystem#testGetAccessTime test failure using openJDK 1.8.0  ,HADOOP-14486
Redundant 'final' modifier in try-with-resources statement,HADOOP-14485
Ensure deleted parent directory tombstones are overwritten when implicitly recreated,HADOOP-14484
increase default value of fs.s3a.multipart.size to 128M,HADOOP-14483
Update BUILDING.txt to include the correct steps to install zstd library,HADOOP-14482
Print stack trace when native bzip2 library does not load,HADOOP-14481
Remove Oracle JDK usage in Dockerfile,HADOOP-14480
Erasurecode testcase failures with native enabled,HADOOP-14479
Optimize NativeAzureFsInputStream for positional reads,HADOOP-14478
FileSystem Simplify / Optimize listStatus Method,HADOOP-14477
make InconsistentAmazonS3Client usable in downstream tests,HADOOP-14476
Metrics of S3A don't print out  when enable it in Hadoop metrics property file,HADOOP-14475
Use OpenJDK 7 instead of Oracle JDK 7 to avoid oracle-java7-installer failures,HADOOP-14474
Optimize NativeAzureFileSystem::seek for forward seeks,HADOOP-14473
Azure: TestReadAndSeekPageBlobAfterWrite fails intermittently,HADOOP-14472
Upgrade Jetty to latest 9.3 version,HADOOP-14471
CommandWithDestination#create used redundant ternary operator  ,HADOOP-14470
"FTPFileSystem#listStatus get currentPath and parentPath at the same time, causing recursively list action endless",HADOOP-14469
S3Guard: make short-circuit getFileStatus() configurable,HADOOP-14468
S3Guard: Improve FNFE message when opening a stream,HADOOP-14467
Remove useless document from TestAliyunOSSFileSystemContract.java,HADOOP-14466
LdapGroupsMapping - support user and group search base,HADOOP-14465
hadoop-aws doc header warning #5 line wrapped,HADOOP-14464
"Port HADOOP-12954 to branch-2.8, branch-2.7",HADOOP-14463
Hadoop Path class can mis-escape secrets in embedded passwords,HADOOP-14462
Azure: handle failure gracefully in case of missing account access key,HADOOP-14461
Azure: update doc for live and contract tests,HADOOP-14460
SerializationFactory shouldn't throw a NullPointerException if the serializations list is not defined,HADOOP-14459
Add missing imports to TestAliyunOSSFileSystemContract.java,HADOOP-14458
create() does not notify metadataStore of parent directories or ensure they're not existing files,HADOOP-14457
Modifier 'static' is redundant for inner enums,HADOOP-14456
ViewFileSystem#rename should support be supported within same nameservice with different mountpoints,HADOOP-14455
Use reflection to register commands to the command factory,HADOOP-14454
Split the maven modules into several profiles,HADOOP-14453
Add hadoop-aliyun to cloud storage module,HADOOP-14452
Deadlock in NativeIO,HADOOP-14451
ADLS Python client inconsistent when used in tandem with AdlFileSystem,HADOOP-14450
The ASF Header in ComparableVersion.java and SSLHostnameVerifier.java is not correct,HADOOP-14449
Play nice with ITestS3AEncryptionSSEC,HADOOP-14448
Backport HADOOP-13026 to branch 2.7,HADOOP-14447
Backport HADOOP-7851 to branch 2.7,HADOOP-14446
Use DelegationTokenIssuer to create KMS delegation tokens that can authenticate to all KMS instances,HADOOP-14445
New implementation of ftp and sftp filesystems,HADOOP-14444
"Azure: Support retry and client side failover for authorization, SASKey and delegation token generation",HADOOP-14443
Owner support for ranger-wasb integration,HADOOP-14442
LoadBalancingKMSClientProvider#addDelegationTokens should add delegation tokens from all KMS instances,HADOOP-14441
Add metrics for connections dropped,HADOOP-14440
regression: secret stripping from S3x URIs breaks some downstream code,HADOOP-14439
Make ADLS doc of setting up client key up to date,HADOOP-14438
AdlFileSystem.getAclStatus() returns unexpected ACL information,HADOOP-14437
Remove the redundant colon in ViewFs.md,HADOOP-14436
TestAdlFileSystemContractLive#testMkdirsWithUmask assertion failed,HADOOP-14435
Use MoveFileEx to allow renaming a file when the destination exists,HADOOP-14434
ITestS3GuardConcurrentOps.testConcurrentTableCreations fails without table name configured,HADOOP-14433
"S3A copyFromLocalFile to be robust, tested",HADOOP-14432
ModifyTime of FileStatus returned by SFTPFileSystem's getFileStatus method is wrong,HADOOP-14431
the accessTime of FileStatus returned by SFTPFileSystem's getFileStatus method is always 0,HADOOP-14430
FTPFileSystem#getFsAction  always returns FsAction.NONE,HADOOP-14429
s3a: mkdir appears to be broken,HADOOP-14428
Avoid reloading of Configuration in ViewFileSystem creation.,HADOOP-14427
Upgrade Kerby version from 1.0.0-RC2 to 1.0.0,HADOOP-14426
Add more s3guard metrics,HADOOP-14425
Add CRC32C performance test.,HADOOP-14424
"s3guard will set file length to -1 on a putObjectDirect(stream, -1) call",HADOOP-14423
FTPFileSystem and distcp does not work when ecnountered a complex ftp password with char ':' or '@',HADOOP-14422
TestAdlFileSystemContractLive#testListStatus assertion failed,HADOOP-14421
generateReports property is not applicable for maven-site-plugin:attach-descriptor goal,HADOOP-14420
Remove findbugs report from docs profile,HADOOP-14419
Confusing failure stack trace when codec fallback is happend,HADOOP-14418
Update default SSL cipher list for KMS,HADOOP-14417
Path starting with 'wasb:///' not resolved correctly while authorizing with WASB-Ranger,HADOOP-14416
Use java.lang.AssertionError instead of junit.framework.AssertionFailedError,HADOOP-14415
Calling maven-site-plugin directly for docs profile is unnecessary,HADOOP-14414
Add Javadoc comment for jitter parameter on CachingGetSpaceUsed,HADOOP-14413
HostsFileReader#getHostDetails is very expensive on large clusters,HADOOP-14412
Correct spelling of  'beginning' and variants,HADOOP-14410
Yarn and HDFS should reuse SSLFactory configurations,HADOOP-14409
Backport to 2.7: HADOOP-12975 Add jitter to du thread ,HADOOP-14408
DistCp - Introduce a configurable copy buffer size,HADOOP-14407
Support slf4j logger log level get and set,HADOOP-14406
Fix performance regression due to incorrect use of DataChecksum,HADOOP-14405
Should document HttpFileSystem which reads from HTTP/HTTPS,HADOOP-14403
roll out StreamCapabilities across output streams of all filesystems,HADOOP-14402
maven-project-info-reports-plugin can be removed,HADOOP-14401
Fix warnings from spotbugs in hadoop-tools,HADOOP-14400
Configuration does not correctly XInclude absolute file URIs,HADOOP-14399
Modify documents for the FileSystem Builder API,HADOOP-14398
Pull up the builder pattern to FileSystem and add AbstractContractCreateTest for it,HADOOP-14397
Add builder interface to FileContext,HADOOP-14396
Provide Builder pattern for DistributedFileSystem.append,HADOOP-14395
Provide Builder pattern for DistributedFileSystem.create,HADOOP-14394
Dependencies.html is unnecessary,HADOOP-14393
Memory leak issue in Zlib compressor,HADOOP-14392
s3a: auto-detect region for bucket and use right endpoint,HADOOP-14391
Correct spelling of 'succeed' and variants,HADOOP-14390
Exception handling is incorrect in KerberosName.java,HADOOP-14389
Don't set the key password if there is a problem reading SSL configuration,HADOOP-14388
new Configuration().get() fails if core-site.xml isn't on the classpath,HADOOP-14387
Rewind trunk from Guava 21.0 back to Guava 11.0.2,HADOOP-14386
HttpExceptionUtils#validateResponse swallows exceptions,HADOOP-14385
Reduce the visibility of FileSystem#newFSDataOutputStreamBuilder before the API becomes stable,HADOOP-14384
Implement FileSystem that reads from HTTP / HTTPS endpoints,HADOOP-14383
Remove usages of MoreObjects.toStringHelper,HADOOP-14382
S3AUtils.translateException to map 503 reponse to => throttling failure,HADOOP-14381
Make the Guava version Hadoop which builds with configurable,HADOOP-14380
"In federation mode,""hdfs dfsadmin -report"" command can not be used",HADOOP-14379
Upgrade to maven-site-plugin 3.6,HADOOP-14378
Increase Common test timeouts from 1 second to 10 seconds,HADOOP-14377
Memory leak when reading a compressed file using the native library,HADOOP-14376
Remove tomcat support from hadoop-functions.sh,HADOOP-14375
License error in GridmixTestUtils.java,HADOOP-14374
License error In org.apache.hadoop.metrics2.util.Servers,HADOOP-14373
TestSymlinkLocalFS timeouts are too low,HADOOP-14372
License error in TestLoadBalancingKMSClientProvider.java,HADOOP-14371
GroupMapping implementation in Groups.java is not same as core-default.xml,HADOOP-14370
NetworkTopology calls expensive toString() when logging,HADOOP-14369
ExitUtil change by YARN-679 breaks HDFS tests,HADOOP-14368
Remove unused setting from pom.xml,HADOOP-14367
maven upgrade broke start-build-env.sh,HADOOP-14366
Stabilise FileSystem builder-based create API ,HADOOP-14365
refresh changelog/release notes with newer Apache Yetus build,HADOOP-14364
Inconsistent default block location in FileSystem javadoc,HADOOP-14363
Hadoop still will not Build with hard floats on Arm,HADOOP-14362
Azure: NativeAzureFileSystem.getDelegationToken() call fails sometimes when invoked concurrently,HADOOP-14361
"hadoop cloud moduies to scope hadoop-common &c at ""provided""",HADOOP-14360
Remove unnecessary shading of commons-httpclient,HADOOP-14359
" NativeCodeLoader: Failed to load native-hadoop with error: java.lang.UnsatisfiedLinkError: Native Library /usr/java/jdk/jre/lib/amd64/libhadoop.so already loaded in another classloader",HADOOP-14358
Documentation Bug - Link to Terabyte sort benchmark broken,HADOOP-14357
Update CHANGES.txt to reflect all the changes in branch-2.7,HADOOP-14356
Update maven-war-plugin to 3.1.0,HADOOP-14355
SysInfoWindows is not thread safe,HADOOP-14354
add an SSE-KMS scale test to see if you can overload the keystore in random IO,HADOOP-14353
Make some HttpServer2 SSL properties optional,HADOOP-14352
Azure: RemoteWasbAuthorizerImpl and RemoteSASKeyGeneratorImpl should not use Kerberos interactive user cache,HADOOP-14351
Relative path for Kerberos keytab is not working on IBM JDK,HADOOP-14350
Rename ADLS CONTRACT_ENABLE_KEY,HADOOP-14349
Need  HDFS Health scripts for monitoring datanode,HADOOP-14348
Make KMS and HttpFS Jetty accept queue size configurable,HADOOP-14347
CryptoOutputStream throws IOException on flush() if stream is closed,HADOOP-14346
S3Guard: S3GuardTool to support provisioning existing metadata store,HADOOP-14345
Revert HADOOP-13606 swift FS to add a service load metadata file,HADOOP-14344
Wrong pid file name in error message when starting secure daemon,HADOOP-14343
hadoop binary tarball has doubled in size and is multiple GB unpacked,HADOOP-14342
Support multi-line value for ssl.server.exclude.cipher.list,HADOOP-14341
Enable KMS and HttpFS to exclude SSL ciphers,HADOOP-14340
Fix warnings from Spotbugs in hadoop-yarn,HADOOP-14338
Cleanup findbugs warnings found by Spotbugs,HADOOP-14336
Improve DynamoDB schema update story,HADOOP-14335
S3 SSEC  tests to downgrade when running against a mandatory encryption object store,HADOOP-14334
Document S3A SSE,HADOOP-14332
HadoopScheduledThreadPoolExecutor broken for periodic task running,HADOOP-14331
Kerby breaks multiple SPN support,HADOOP-14330
Thread leakage in Hadoop RollingAverages metric collection,HADOOP-14329
Hadoop build double jars some artifacts,HADOOP-14328
KerberosAuthenticationHandler#authenticate throws meaningless exception when server principals set is empty,HADOOP-14327
S3A to support S3 reduced redundancy storage,HADOOP-14326
[Umbrella] Stabilise S3A Server Side Encryption,HADOOP-14325
Refine S3 server-side-encryption key as encryption secret; improve error reporting and diagnostics,HADOOP-14324
"ITestS3GuardListConsistency failure w/ Local, authoritative metadata store",HADOOP-14323
Incorrect host info may be reported in failover message,HADOOP-14322
Explicitly exclude S3A root dir ITests from parallel runs,HADOOP-14321
TestIPC.testIpcWithReaderQueuing fails intermittently,HADOOP-14320
Under replicated blocks are not getting re-replicated,HADOOP-14319
Remove non-existent setfattr command option from FileSystemShell.md,HADOOP-14318
KMSWebServer$deprecateEnv may leak secret,HADOOP-14317
Switch from Findbugs to Spotbugs ,HADOOP-14316
Python example in the rack awareness document doesn't work due to bad indentation,HADOOP-14315
The OpenSolaris taxonomy link is dead in InterfaceClassification.md,HADOOP-14314
Replace/improve Hadoop's byte[] comparator,HADOOP-14313
Add python2.7-dev to Dockerfile,HADOOP-14311
RolloverSignerSecretProvider.LOG should be @VisibleForTesting,HADOOP-14310
Add PowerShell NodeFencer,HADOOP-14309
GraphiteSink gives up reconnecting to the graphite server,HADOOP-14308
GraphiteSink can specify which tags to export into the metrics prefix,HADOOP-14307
TestLocalFileSystem tests have very low timeouts,HADOOP-14306
S3A SSE tests won't run in parallel: Bad request in directory GetFileStatus,HADOOP-14305
AdlStoreClient#getExceptionFromResponse should not swallow defaultMessage,HADOOP-14304
"Review retry logic on all S3 SDK calls, implement where needed",HADOOP-14303
Test MR split optimisation with recursive listing,HADOOP-14302
Deprecate SharedInstanceProfileCredentialsProvider in branch-2.,HADOOP-14301
GraphiteSink reports metrics containing undesirable whitespaces,HADOOP-14300
Hadoop Renew Thread for proxy users,HADOOP-14299
TestHadoopArchiveLogsRunner fails,HADOOP-14298
Update the documentation about the new ec codecs config keys,HADOOP-14297
Move logging APIs over to slf4j in hadoop-tools,HADOOP-14296
Authentication proxy filter may fail authorization because of getRemoteAddr,HADOOP-14295
Rename ADLS mountpoint properties,HADOOP-14294
Initialize FakeTimer with a less trivial value,HADOOP-14293
Transient TestAdlContractRootDirLive failure,HADOOP-14292
"S3a ""Bad Request"" message to include diagnostics",HADOOP-14291
Update SLF4J from 1.7.10 to 1.7.25,HADOOP-14290
Move log4j APIs over to slf4j in hadoop-common,HADOOP-14289
TestDynamoDBMetadataStore is broken unless we can fail faster without a table version,HADOOP-14288
Compiling trunk with -DskipShade fails ,HADOOP-14287
S3A index title links in hadoop-aws don't work in docs,HADOOP-14286
Update minimum version of Maven from 3.0 to 3.3,HADOOP-14285
Shade Guava everywhere,HADOOP-14284
Upgrade AWS SDK to 1.11.134,HADOOP-14283
S3Guard: DynamoDBMetadata::prune() should self interrupt correctly,HADOOP-14282
Fix TestKafkaMetrics#testPutMetrics,HADOOP-14281
Fix compilation of TestKafkaMetrics,HADOOP-14280
TestDistCpSystem times out,HADOOP-14279
[JDK9] TestDFSClientFailover is using the removed sun.net.spi.nameservice package,HADOOP-14278
TestTrash.testTrashRestarts is flaky,HADOOP-14277
Add a nanosecond API to Time/Timer/FakeTimer,HADOOP-14276
Rename 'seq.io.sort.mb' and 'seq.io.sort.factor' with prefix 'io.seqfile',HADOOP-14275
Azure: Simplify Ranger-WASB policy model,HADOOP-14274
Azure: NativeAzureFileSystem should respect config for kerberosSupportEnabled flag,HADOOP-14273
Azure: WasbRemoteCallHelper should use String equals for comparison.,HADOOP-14272
Correct spelling of 'occurred' and variants,HADOOP-14271
HADOOP 2.8 Release tar ball size should be smaller,HADOOP-14270
Create module-info.java for each module,HADOOP-14269
Fix markdown itemization in hadoop-aws documents,HADOOP-14268
Make DistCpOptions class immutable,HADOOP-14267
S3Guard: S3AFileSystem::listFiles() to employ MetadataStore,HADOOP-14266
AuthenticatedURL swallows the exception received from server.,HADOOP-14265
Add contract-test-options.xml to .gitignore,HADOOP-14264
TestS3GuardTool hangs/fails when offline: it's an IT test,HADOOP-14263
rpcTimeOut is not set up correctly in Client thus client doesn't time out,HADOOP-14262
Some refactoring work for erasure coding raw coder,HADOOP-14261
Configuration.dumpConfiguration should redact sensitive information,HADOOP-14260
Verify viewfs works with ADLS,HADOOP-14259
Verify and document ADLS client mount table feature,HADOOP-14258
hadoop-auth and hadoop-annotations jars are in lib directory,HADOOP-14257
"[S3A DOC] Correct the format for ""Seoul"" example",HADOOP-14256
S3A to delete unnecessary fake directory objects in mkdirs(),HADOOP-14255
Add a Distcp option to preserve Erasure Coding attributes,HADOOP-14254
Rumen: TraceBuilder should treat configuration before history,HADOOP-14253
Credential provider should handle property key deprecation,HADOOP-14251
Correct spelling of 'separate' and variants,HADOOP-14250
s3a test teardown can delete shared test path,HADOOP-14249
Retire SharedInstanceProfileCredentialsProvider in trunk.,HADOOP-14248
FileContextMainOperationsBaseTest should clean up test root path,HADOOP-14247
Authentication Tokens should use SecureRandom instead of Random and 256 bit secrets,HADOOP-14246
Use Mockito.when instead of Mockito.stub,HADOOP-14245
Add S3A sensitive config keys to default list,HADOOP-14243
Make KMS Tomcat SSL property sslEnabledProtocols and clientAuth configurable,HADOOP-14242
Add ADLS sensitive config keys to default list,HADOOP-14241
Configuration#get return value optimization,HADOOP-14240
S3A Retry Multiple S3 Key Deletion,HADOOP-14239
[Umbrella] Rechecking Guava's object is not exposed to user-facing API,HADOOP-14238
S3A Support Shared Instance Profile Credentials Across All Hadoop Nodes,HADOOP-14237
S3Guard: S3AFileSystem::rename() should move non-listed sub-directory entries in metadata store,HADOOP-14236
S3A Path does not understand colon (:) when globbing,HADOOP-14235
ADLS to implement FileSystemContractBaseTest,HADOOP-14234
Delay construction of PreCondition.check failure message in Configuration#set,HADOOP-14233
RumenToSLS: rackName may contains slashes,HADOOP-14232
Using parentheses is not allowed in auth_to_local regex,HADOOP-14231
TestAdlFileSystemContractLive fails to clean up,HADOOP-14230
hadoop.security.auth_to_local example is incorrect in the documentation,HADOOP-14229
S3Guard: ITestS3AConcurrentOps is not cleaning up test data,HADOOP-14227
S3Guard: DynamoDBMetadataStore::move() should populate ancestor directories of destination paths,HADOOP-14226
Remove xmlenc dependency,HADOOP-14225
add dnsutils to Dockerfile to aid in debugging maven repo failures,HADOOP-14224
Extend FileStatus#toString() to include details like Erasure Coding and Encryption,HADOOP-14223
Create specialized IOException subclass to represent closed filesystem,HADOOP-14222
Add s3guardtool dump command,HADOOP-14221
"Enhance S3GuardTool with bucket-info and set-capacity commands, tests",HADOOP-14220
RumenToSLS: parsing problem with crashed attempts,HADOOP-14219
Replace assertThat with assertTrue in MetricsAsserts,HADOOP-14218
Object Storage: support colon in object path,HADOOP-14217
Improve Configuration XML Parsing Performance,HADOOP-14216
DynamoDB client should waitForActive on existing tables,HADOOP-14215
DomainSocketWatcher::add()/delete() should not self interrupt while looping await(),HADOOP-14214
Move Configuration runtime check for hadoop-site.xml to initialization,HADOOP-14213
Expose SecurityEnabled boolean field in JMX for other services besides NameNode,HADOOP-14212
"FilterFs and ChRootedFs are too aggressive about enforcing ""authorityNeeded""",HADOOP-14211
Directories are not listed recursively when fs.defaultFs is viewFs,HADOOP-14210
Remove @Ignore from valid S3a test.,HADOOP-14209
Fix typo in the top page in branch-2.8,HADOOP-14208
"""dfsadmin -refreshCallQueue"" fails with DecayRpcScheduler",HADOOP-14207
TestSFTPFileSystem#testFileExists failure: Invalid encoding for signature,HADOOP-14206
No FileSystem for scheme: adl,HADOOP-14205
"S3A multipart commit failing, ""UnsupportedOperationException at java.util.Collections$UnmodifiableList.sort""",HADOOP-14204
performAuthCheck fails with wasbs scheme,HADOOP-14203
fix jsvc/secure user var inconsistencies,HADOOP-14202
Some 2.8.0 unit tests are failing on windows,HADOOP-14201
StatsDSink error reporting to use NetUtils for failure diagnostics,HADOOP-14200
TestFsShellList.testList fails on windows: illegal filenames,HADOOP-14199
Should have a way to let PingInputStream to abort,HADOOP-14198
Fix ADLS doc for credential provider,HADOOP-14197
Azure Data Lake doc is missing required config entry,HADOOP-14196
CredentialProviderFactory$getProviders is not thread-safe,HADOOP-14195
Aliyun OSS should not use empty endpoint as default,HADOOP-14194
Cache the resolved hosts to prevent calls to InetAddress.getByName and normalizeHost,HADOOP-14193
Aliyun OSS FileSystem contract test should implement getTestBaseDir(),HADOOP-14192
Duplicate hadoop-minikdc dependency in hadoop-common module,HADOOP-14191
add more on s3 regions to the s3a documentation,HADOOP-14190
add distcp-site.xml for distcp on branch-2,HADOOP-14189
Remove the usage of org.mockito.internal.util.reflection.Whitebox,HADOOP-14188
Update ZooKeeper dependency to 3.4.9 and Curator dependency to 2.12.0,HADOOP-14187
Change log messages in AzureFileSystemThreadPoolExecutor to debug level,HADOOP-14186
Remove service loader config entry for Har fs,HADOOP-14185
Remove service loader config entry for ftp fs,HADOOP-14184
Remove service loader config file for wasb fs,HADOOP-14183
Support for pluggable security,HADOOP-14182
Add validation of DynamoDB region,HADOOP-14181
FileSystem contract tests to replace JUnit 3 with 4,HADOOP-14180
Namenode - changing config without restart,HADOOP-14179
Move Mockito up to version 2.23.4,HADOOP-14178
hadoop-build fails to handle non-english UTF-8 characters ,HADOOP-14177
distcp reports beyond physical memory limits on 2.X,HADOOP-14176
NPE when ADL store URI contains underscore,HADOOP-14175
Set default ADLS access token provider type to ClientCredential,HADOOP-14174
Remove unused AdlConfKeys#ADL_EVENTS_TRACKING_SOURCE,HADOOP-14173
S3Guard: import does not import empty directory,HADOOP-14172
Support for S3 Client Encryption,HADOOP-14171
FileSystemContractBaseTest is not cleaning up test directory clearly,HADOOP-14170
"Implement listStatusIterator, listLocatedStatus for ViewFs",HADOOP-14169
S3GuardTool tests should not run if S3Guard is not set up,HADOOP-14168
UserIdentityProvider should use short user name in DecayRpcScheduler,HADOOP-14167
Reset the DecayRpcScheduler AvgResponseTime metric to zero when queue is not used,HADOOP-14166
"Add S3Guard.dirListingUnion in S3AFileSystem#listFiles, listLocatedStatus",HADOOP-14165
