content,key
"I am using the following tags:

<x:inputCalendar id=""dateToCal"" renderAsPopup=""true"" value=""#{mybean.dateTo}""
                 onchange=""document.forms[0].submit();""
                 immediate=""true""
                 valueChangeListener=""#{mybean.foo}""/>

It has valueChangeListener capability but it doesn't have onchange event handler to work with.",MYFACES-257
"I tried the following and I am not getting any response when changing the date fields..

<h:outputText id=""dateTo"" value=""#{mybundle.dateTo}:""/>
      
<x:inputDate id=""dateToCal"" popupCalendar=""true"" value=""#{mybean.dateTo}""
             onchange=""document.forms[0].submit();alert('jjj')""
             immediate=""true""
             valueChangeListener=""#{mybean.foo}""/> ",MYFACES-255
"A blank h:inputText causes null to be called in the setValue() method of my bean, rather than an empty String.
This error did not exist in MyFaces 1.0.8.

See also,
http://www.mail-archive.com/users@myfaces.apache.org/msg03042.html",MYFACES-254
"Kevin Roast has reported that itemDisabled is not working for f:selectItems in a h:selectOneRadio component. This is the mail he has sent to the myfaces dev list:

<snip>

I was just wondering if anyone else has seen this problem? I have a <h:selectOneRadio> with several <f:selectItem> children. I would like to disable one of the child items based on a value bound boolean property e.g.

   <h:selectOneRadio value=""#{myBean.location}"" layout=""pageDirection"">
      <f:selectItem itemValue=""current"" itemDisabled=""#{myBean.fileName != null}"" itemLabel=""Use copy in current location"" />

      <f:selectItem itemValue=""other"" itemLabel=""Use copy uploaded from my computer"" />
   </h:selectOneRadio>

So the important bit is: itemDisabled=""#{myBean.fileName != null}"" - no matter what value is returned from the associated bean getFileName() method, the item is _never_ shown as disabled in the browser.

Am I missing something here? Or is this a known issue? 

</snip>

Of course, it is a bug. The HtmlRadioRenderer is ignoring the disabled attribute. I will provide a patch in a few minutes...",MYFACES-253
"I need suport for i18n in my application built with myfaces, but EL expressions only work in value attribute of jsf components, and i need a button with EL expressions support to add i18n features and this button will not fire form submission, only a javascript code.
",MYFACES-252
"when I use <h:selectManyCheckbox> with a few checkboxes, it works correctly if I select at least one item from the checkboxes. However, if I don't select anything and submit the form, myfaces always gives ""conversion error"" in the context message <h:messages>, no exception stacktrace or log trace.

I found another user has the same problem http://mail-archives.apache.org/mod_mbox/myfaces-users/200505.mbox/%3cd05cabe70505060731604585d0@mail.gmail.com%3e

I'm using myfaces version 1.0.9, build on (2005-04-13 13:17 EDT)


after I digging around for awhile, I found out that myfaces only checks either null or String[] types, but in fact, an empty selection returns """", a zero length string. It works correct after I made changes to src/share/org.apache.myfaces.renderkit.RendererUtils.java's public static Object getConvertedUISelectManyValue() method, and add zero length string check between null and String[] check, as shown below:

        else if (submittedValue instanceof String &&
        	((String)submittedValue).length() == 0){
        	// to fix bug that caused ""conversion error"" when nothing is selected.
        		return null;
        }
",MYFACES-251
"When an error occurrs when running in a portlet the stack trace is simply output within the portlet. There is no hook point for handling the error as the portlet class is the MyFaces bridge.

I was therefore wondering whether it would be possible to add a configuration option (init-param) to the portlet.xml for the bridge to allow the specification of an error page. Then if an error occurrs during processAction or facesRender the configured page can be redirected/forwarded to.",MYFACES-250
"We have a MyFaces based portlet successfully running in the JBoss portal server. However, when we make a change and try to re-deploy the application an error occurs. This process worked fine with the Sun Reference Implementation.

The error we get is as follows:

23:41:32,814 INFO  [FacesConfigurator] Reading standard config org/apache/myfaces/resource/standard-faces-config.xml
23:41:33,862 INFO  [FacesConfigurator] Reading config jar:file:/c:/Temp/myfaces41874.jar!/META-INF/faces-config.xml
23:41:34,492 INFO  [FacesConfigurator] Reading config /WEB-INF/faces-config-common.xml
23:41:34,522 INFO  [FacesConfigurator] Reading config /WEB-INF/faces-config-repo.xml
23:41:34,542 INFO  [FacesConfigurator] Reading config /WEB-INF/faces-config-zoo.xml
23:41:34,562 INFO  [FacesConfigurator] Reading config /WEB-INF/faces-config.xml
23:41:34,622 ERROR [MyFacesGenericPortlet] Error initializing MyFacesGenericPortlet
java.lang.IllegalArgumentException: Class org.apache.myfaces.application.ActionListenerImpl is no javax.faces.event.ActionListener
        at org.apache.myfaces.config.FacesConfigurator.getApplicationObject(FacesConfigurator.java:560)
        at org.apache.myfaces.config.FacesConfigurator.configureApplication(FacesConfigurator.java:464)
        at org.apache.myfaces.config.FacesConfigurator.configure(FacesConfigurator.java:215)
        at org.apache.myfaces.portlet.MyFacesGenericPortlet.initMyFaces(MyFacesGenericPortlet.java:177)
        at org.apache.myfaces.portlet.MyFacesGenericPortlet.init(MyFacesGenericPortlet.java:120)
        at javax.portlet.GenericPortlet.init(GenericPortlet.java:342)
        at org.jboss.portal.portlet.PortletContainer.start(PortletContainer.java:129)
        at org.jboss.portal.server.kernel.StartMethod.invokeMethod(StartMethod.java:37)
        at org.jboss.portal.server.kernel.UpgradeMethod.invoke(UpgradeMethod.java:46)
        at org.jboss.portal.server.kernel.Kernel.start(Kernel.java:382)
        at org.jboss.portal.server.impl.ServerManagerImpl.deploy(ServerManagerImpl.java:404)
        at sun.reflect.GeneratedMethodAccessor78.invoke(Unknown Source)
        at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:25)
        at java.lang.reflect.Method.invoke(Method.java:585)
        at org.jboss.mx.interceptor.ReflectedDispatcher.invoke(ReflectedDispatcher.java:144)
        at org.jboss.mx.server.Invocation.dispatch(Invocation.java:80)
        at org.jboss.mx.interceptor.AbstractInterceptor.invoke(AbstractInterceptor.java:122)
        at org.jboss.mx.server.Invocation.invoke(Invocation.java:74)
        at org.jboss.mx.interceptor.ModelMBeanOperationInterceptor.invoke(ModelMBeanOperationInterceptor.java:131)
        at org.jboss.mx.server.Invocation.invoke(Invocation.java:74)
        at org.jboss.mx.server.AbstractMBeanInvoker.invoke(AbstractMBeanInvoker.java:249)
        at org.jboss.mx.server.MBeanServerImpl.invoke(MBeanServerImpl.java:642)
        at org.jboss.mx.util.MBeanProxyExt.invoke(MBeanProxyExt.java:177)
        at $Proxy35.deploy(Unknown Source)
        at org.jboss.portal.portlet.deployment.jboss.PortletAppDeployment.create(PortletAppDeployment.java:153)
        at org.jboss.portal.server.deployment.jboss.ServerDeployer.create(ServerDeployer.java:168)
        at org.jboss.deployment.MainDeployer.create(MainDeployer.java:918)
        at org.jboss.deployment.MainDeployer.create(MainDeployer.java:910)
        at org.jboss.deployment.MainDeployer.deploy(MainDeployer.java:774)
        at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
        at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:39)
        at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:25)
        at java.lang.reflect.Method.invoke(Method.java:585)
        at org.jboss.mx.interceptor.ReflectedDispatcher.invoke(ReflectedDispatcher.java:144)
        at org.jboss.mx.server.Invocation.dispatch(Invocation.java:80)
        at org.jboss.mx.interceptor.AbstractInterceptor.invoke(AbstractInterceptor.java:122)
        at org.jboss.mx.server.Invocation.invoke(Invocation.java:74)
        at org.jboss.mx.interceptor.ModelMBeanOperationInterceptor.invoke(ModelMBeanOperationInterceptor.java:131)
        at org.jboss.mx.server.Invocation.invoke(Invocation.java:74)
        at org.jboss.mx.server.AbstractMBeanInvoker.invoke(AbstractMBeanInvoker.java:249)
        at org.jboss.mx.server.MBeanServerImpl.invoke(MBeanServerImpl.java:642)
        at org.jboss.mx.util.MBeanProxyExt.invoke(MBeanProxyExt.java:177)
        at $Proxy50.deploy(Unknown Source)
        at org.jboss.portal.server.deployment.jboss.ServerDeployer.deploy(ServerDeployer.java:242)
        at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
        at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:39)
        at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:25)
        at java.lang.reflect.Method.invoke(Method.java:585)
        at org.jboss.mx.interceptor.ReflectedDispatcher.invoke(ReflectedDispatcher.java:144)
        at org.jboss.mx.server.Invocation.dispatch(Invocation.java:80)
        at org.jboss.mx.server.Invocation.invoke(Invocation.java:72)
        at org.jboss.mx.server.AbstractMBeanInvoker.invoke(AbstractMBeanInvoker.java:249)
        at org.jboss.mx.server.MBeanServerImpl.invoke(MBeanServerImpl.java:642)
        at org.jboss.mx.util.MBeanProxyExt.invoke(MBeanProxyExt.java:177)
        at $Proxy37.deploy(Unknown Source)
        at org.jboss.portal.server.deployment.WebAppAdapter.deploy(WebAppAdapter.java:45)
        at org.jboss.portal.server.deployment.WebAppIntercepter.handleNotification(WebAppIntercepter.java:137)
        at org.jboss.mx.modelmbean.XMBean.handleNotification(XMBean.java:485)
        at sun.reflect.GeneratedMethodAccessor3.invoke(Unknown Source)
        at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:25)
        at java.lang.reflect.Method.invoke(Method.java:585)
        at org.jboss.mx.notification.NotificationListenerProxy.invoke(NotificationListenerProxy.java:138)
        at $Proxy38.handleNotification(Unknown Source)
        at org.jboss.mx.util.JBossNotificationBroadcasterSupport.handleNotification(JBossNotificationBroadcasterSupport.java:112)
        at org.jboss.mx.util.JBossNotificationBroadcasterSupport.sendNotification(JBossNotificationBroadcasterSupport.java:93)
        at org.jboss.deployment.SubDeployerSupport.start(SubDeployerSupport.java:218)
        at org.jboss.web.AbstractWebContainer.start(AbstractWebContainer.java:376)
        at org.jboss.deployment.MainDeployer.start(MainDeployer.java:964)
        at org.jboss.deployment.MainDeployer.start(MainDeployer.java:956)
        at org.jboss.deployment.MainDeployer.deploy(MainDeployer.java:775)
        at org.jboss.deployment.MainDeployer.deploy(MainDeployer.java:738)
        at sun.reflect.GeneratedMethodAccessor63.invoke(Unknown Source)
        at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:25)
        at java.lang.reflect.Method.invoke(Method.java:585)
        at org.jboss.mx.interceptor.ReflectedDispatcher.invoke(ReflectedDispatcher.java:144)
        at org.jboss.mx.server.Invocation.dispatch(Invocation.java:80)
        at org.jboss.mx.interceptor.AbstractInterceptor.invoke(AbstractInterceptor.java:122)
        at org.jboss.mx.server.Invocation.invoke(Invocation.java:74)
        at org.jboss.mx.interceptor.ModelMBeanOperationInterceptor.invoke(ModelMBeanOperationInterceptor.java:131)
        at org.jboss.mx.server.Invocation.invoke(Invocation.java:74)
        at org.jboss.mx.server.AbstractMBeanInvoker.invoke(AbstractMBeanInvoker.java:249)
        at org.jboss.mx.server.MBeanServerImpl.invoke(MBeanServerImpl.java:642)
        at org.jboss.mx.util.MBeanProxyExt.invoke(MBeanProxyExt.java:177)
        at $Proxy8.deploy(Unknown Source)
        at org.jboss.deployment.scanner.URLDeploymentScanner.deploy(URLDeploymentScanner.java:305)
        at org.jboss.deployment.scanner.URLDeploymentScanner.scan(URLDeploymentScanner.java:463)
        at org.jboss.deployment.scanner.AbstractDeploymentScanner$ScannerThread.doScan(AbstractDeploymentScanner.java:204)
        at org.jboss.deployment.scanner.AbstractDeploymentScanner$ScannerThread.loop(AbstractDeploymentScanner.java:215)",MYFACES-249
"I have a dataTable, in that I have a commandLink on each row to delete the row. The commandLink action is calling a method on the managedBean. It's very simple navigation. When the user click the delete link it should come back to the same with the deleted row missing. 

But the commandLink action never gets called. I have put the print statements in the action method. It is never printed.

I noticed the following on the weblogic console when this happened:
<May 20, 2005 2:20:51 PM PDT> <Warning> <HTTP> <BEA-101138> <ServletContext(id=20532576,name=samc,context-path=/samc) One of the getParameter family of methods called after reading from the ServletInputStream. Not merging post parameters.>

I am not sure if this has to do something with the bug.

the following is code snippet from the jsp. Note that the form has a fileupload component, that is why the enctype=""multipart/form-data""

<h:form id=""uploadForm"" name=""uploadForm"" enctype=""multipart/form-data"">
   <span class=""portletTextBold"">Uploaded Files:</span> 
   <h:dataTable id=""files"" 
	border=""1""
	width=""100%""
	bgcolor=""#FFFFFF""
	cellspacing=""0""
	cellpadding=""2""
	columnClasses=""list-column,list-column,list-column""
	footerClass=""list-column""
	headerClass=""list-header""
	rowClasses=""list-column""
	styleClass=""list-background""
	value=""#{uploadForm.uploadedFiles}""
	var=""file"">
	<h:column >
	   <f:facet name=""header"">
		<h:outputText value=""File Name"" />
	   </f:facet>
	   <h:outputText id=""fileName"" value=""#{file.name}"" />
	</h:column>
	<h:column>
	   <f:facet name=""header"">
		<h:outputText value=""Size""/>
	   </f:facet>
	   <h:outputText value=""#{file.size}""/>
	</h:column>
	<h:column>
	   <f:facet name=""header"">
		<h:outputText value=""Date Modified""/>
	   </f:facet>
	   <h:outputText value=""#{file.lastUpdatedDate}""/>
	</h:column>
	<h:column>
	   <f:facet name=""header"">
	      <h:outputText value=""Delete""/>
	   </f:facet>
           <h:commandLink id=""delete"" action=""#{uploadForm.remove}""> 
                 <h:outputText value=""Delete""/> 
	   </h:commandLink>
	</h:column>
   </h:dataTable> 
   <span class=""portletTextBold"">
      <br>
	<table width=""100%"" border=""0"" cellspacing=""0"" cellpadding=""4"">
           <tr> 
             <td colspan=""2"" bgcolor=""#6699CC"" class=""portletTextBold""><font color=""#FFFFFF"">Upload 
                              New File:</font></td>
           </tr>
           <tr> 
              <td width=""25%"" class=""portletTextBold"">File:</td>
              <td width=""75%"">
		<x:inputFileUpload id=""fileupload""
				accept=""*""
                                value=""#{uploadForm.file}""
                                storage=""memory""
                                required=""false""/>
                <h:commandButton value=""Upload"" action=""#{uploadForm.upload}""/>
	      </td>
           </tr>
           <tr> 
              <td colspan=""2"" class=""portletTextBold"">&nbsp;</td>
           </tr>
      </table>
   </span>
</h:form>",MYFACES-247
"The WARN level log statement in VariableResolverImpl.resolveVariable should be DEBUG level.

The reason for this is that if you use DataTable or any other custom component that uses temporary variables for binding (e.g. Row variables in a datatable) then the variables resolver will spit out WARN level statements like this:

WARN  [VariableResolverImpl] Variable 'r' could not be resolved.

Because the variable is no longer in Scope it cannot be resolved - this fine, but the WARN level is probably too high, it could cause a minor performance issue in large apps as the WARN output String is always constructed with an If statement surrounding it to check the log level.
",MYFACES-246
"The default temp dir for the build 
is the environment temp dir.

This can cause problems especially when cleaning.

Ex:
When cleaning some files in the temp dir 
can be locked creating an error for the target.

I know you may override the property (temp.dir} 
but i think a better default value should be set.
Maybe use {env.TEMP}/myfaces ?
",MYFACES-245
"In the myFaces implementation you can't pass parameters to subviews but you can in the Ref. Impl.

------------------------------------------------------------
<!-- welcome.jsp -->
<%@ taglib uri=""http://java.sun.com/jsf/html"" prefix=""h"" %>
<%@ taglib uri=""http://java.sun.com/jsf/core"" prefix=""f"" %>
<%@ taglib uri=""http://myfaces.apache.org/extensions"" prefix=""x""%>

<html>
<head>
  <title>Welcome!</title> 
</head>
<body>
<f:view>
    <h:form>
    
    Hello, this is content from the calling page.
    
    <f:subview id=""mySubviewPage"">
        <jsp:include page=""mySubviewPage.jsp"" flush=""true"">
            <jsp:param name=""parameterXXX"" value=""The value of parameter XXX is this string.""/>
        </jsp:include>
    </f:subview>
    
    </h:form>
</f:view>
</body>
</html>

------------------------------------------------------------
<!-- mySubviewPage.jsp -->
<%@ taglib uri=""http://java.sun.com/jsf/html"" prefix=""h"" %>
<%@ taglib uri=""http://java.sun.com/jsf/core"" prefix=""f"" %>
<%@ taglib uri=""http://myfaces.apache.org/extensions"" prefix=""x""%>

<f:subview id=""headerSubview"">
    
    <f:verbatim>
        <p>This is mySubviewPage content.</p>
    </f:verbatim>
    
    <!-- This doesn't work in myFaces but does in the RI!!! -->
    <h:outputText value=""#{param.parameterXXX}""/>

</f:subview>",MYFACES-244
"The fix to add the id to the action (so that the proper action can be fired on decode) works fine for multiple JSCookMenu components on the same page, however when a JSCookMenu is placed in something that uses the component as a template (such as within a HtmlDataTable's Column), the NamingContainer doesn't get invoked, so a click on an action triggers once for every row in the table.

The simple fix is to change the call to getId() to getClientId(context), however, that also requires a change to processDecodes, to change the .indexOf("":"") to .lastIndexOf("":"").

There are also some other underlying issues with the id in the rest of the component.  The Javascript that defines the menu uses a generic variable name of 'menuBar'.  If you have more than one JSCookMenu on the page with different CommandNavigationItems, you will only get the last one.

The solution to this is to supplement the JavaScript variable name with the clientId, much like the div later in encodeEnd.

I've tied all these changes together by creating a private method called getMenuId() which encapsulates the logic behind getting the clientId(context) and converting all the colons(:) to underscores(_).  Then in encodeChildren(), encodeEnd() and encodeNavigationMenuItems(), I use this method, so that the same id is used throughout.

Also included in my patch is a quick-fix to allow null labels to not print out the default value (1).

Hopefully this will be a useful addition to the MyFaces Community.",MYFACES-243
"consider the following structure: there are two input-fields which are both required and their value shold be equal to each other
example:
<x:input id=""msisdn"" value=""#{...msisdn}"" required=""true""/>
<x:message for=""msisdn"" />
<x:input id=""msisdnConfirm"" required=""true"">
<x:validateEqual for=""msisdn""/>	        
<x:message for=""msisdnConfirm"" />

if msisdn is not filled in one gets the following message
  message for=""msisdn"": Value is required
  message for=""msisdnConfirm"": The given value (xxx) is not equal with value of ""msisdn"".

Suggested behaviour:
The message for msisdnConfirm should not be displayed if the value for msisdn is not entered


		if(foreignComp==null)
			throw new FacesException(""Unable to find component '"" + _for + ""' (calling findComponent on component '"" + uiComponent.getId() + ""')"");

+		if (foreignComp.isRequired() && foreignComp.getValue()== null ) {
+			return;
+		}
		
		Object[] args = {value.toString(),(foreignComp.getValue()==null) ? foreignComp.getId():foreignComp.getValue().toString()};
",MYFACES-242
"If you use value bindings on the pass through attributes e.g. ""styleClass"" with the DataList component, no attributes are witten in html. 

PROBLEM: There is no (generated) code for the pass through attributes, like it is present in other components (HtmlDataTable) for setting and getting the attribute values (value bindings). HtmlComponentBodyTagBase does provide these value bindings but DataList does not evaluate them.",MYFACES-241
"Generated JavaScript ""clear_browse()"" function allows Internet Explorer to return ""null"" string literal field values.

The clear_browse() function generated by MyFaces at the end of the FORM tag to clear the various hidden fields output by the system sets the field values to 'null' using JavaScript.

However, for applications that add their own hidden fields to the form to be output in this way (as many advanced components do), it is preferable to set the fields to the empty string """" instead. Otherwise in Internet Explorer it will submit the literal string ""null"" as the field value instead of the empty string. This can affect components that decode() their values and are looking to see if a field has been set to a value other than """". Of course the components could check for the literal string ""null"" but that is a weak solution.

Modifying the following file:
   org/apache/myfaces/renderkit/html/HtmlRendererUtils.java
on line 700 changing:
writer.write(""'].value=null;"");
to
writer.write(""'].value='';"");
will fix the problem. 

This issue does not affect the FireFox browser which appears to be smart enough to send up the empty string when JavaScript has set a hidden field value to null.
",MYFACES-240
"I miss the transient on h:inputHidden

I use this tag in my jsp for javascript proposes
<h:inputHidden value=""#{msg.common_confirm_lose}"" transient=""true""  />

I think it's because of MYFACES-85 where transient was removed from h:inputHidden

But I haven't found a x:inputHidden with transient.. 
",MYFACES-239
"When I use x:inputDate it looks good, popup works, calendar looks fine
 but after popup it throws errors ( javax.servlet.error.status_code : 404 ) 
'javax.servlet.error.request_uri', for :

<appname>/jscalendar/jscalendar-DB/drop2.gif
<appname>/jscalendar/jscalendar-DB/drop1.gif

<appname>/jscalendar/jscalendar-DB/left1.gif
<appname>/jscalendar/jscalendar-DB/left2.gif

<appname>/jscalendar/jscalendar-DB/right1.gif
<appname>/jscalendar/jscalendar-DB/right2.gif

I don't mind it but problem occures when i try to catch error 404 

on page header there are :

<link rel=""stylesheet"" href=""/<appname>/faces/myFacesExtensionResource/calendar.HtmlCalendarRenderer/1114410789000/WH/theme.css"" type=""text/css""/>
<link rel=""stylesheet"" href=""/<appname>/faces/myFacesExtensionResource/calendar.HtmlCalendarRenderer/1114410789000/DB/theme.css"" type=""text/css""/>
<script src=""/<appname>/faces/myFacesExtensionResource/calendar.HtmlCalendarRenderer/1114410789000/popcalendar.js"" type=""text/javascript""></script>



regards

tomasz",MYFACES-237
"Currently LocaleConfig bases its list of supported locales solely on what's in <supported-locale> tags. As a result, the locale/language specified in <default-locale> must be specified again in the supported-locale list. Otherwise, application behavior will be inconsistent. If the browser specifies that its preferred language is what's in the default-locale, but specifies as a less-preferred language a match in the supported-locale list, the browser will receive the less-preferred language.

The specification is admittedly ambiguous. But it seems reasonable to suppose that a default locale must also be a supported locale, and Sun's documentation encourages that belief.

http://java.sun.com/j2ee/1.4/docs/tutorial/doc/JSFConfigure4.html :

  <locale-config>
    <default-locale>en</default-locale>
    <supported-locale>es</supported-locale>
    <supported-locale>de</supported-locale>
    <supported-locale>fr</supported-locale>
  </locale-config>

Note that ""en"" is only specified once.
",MYFACES-236
"While form enctype is not set,output html get default value urlencoding.In this case,when input chinese character in input text,after submit,the result was not what I want.After all,I found a temporary solution for this,set the form enctype to multipart/form-data,the input character is encoded right.But I don't know what effect of this on earth except of character encode.",MYFACES-235
"According to MYFACES-223 and problems with empty date I will suggest making some fixes and improvements of this component:

Bugs
-------
1. when I don't fill some part of date and use javascript popup calendar wrong window is displayed (a list of 31 days without calendar, this is a bug in popupcalendar.js, in case of some bug current date should be default)
2. when readonly=""true"" and popupCalendar=""true"" there is a posibility to change date using popupCalendar. Popup calendar shouldn't be rendered when readonly=""true"" (now only when disabled=""true"")

Improvements
-------------
1. possibility to reset date and time using button (simple change in renderer)
2. possibility to define images for button ""popupCalendar"" and future ""cancelDateAndTime""
3. possibility to render date as one field when readonly=""true"" (as an option)
4. format of rendering: now we have: date, time, both without possibility to choose format, I suggest java format during rendering (""yyyy-MM-dd"", ""dd-MM-yyyy"") instead current syntax
5. possibility to choose between combo or numeric style of month (ie. yyyy-MM-dd renders numeric, but yyyy-MMM-dd combo)
...

I think, that authors of this component should rebuild this component (many of this fixes and improvements are very simple to code and for me this is rather a problem with describing of requirements). In the current state this component without some fixes is completly unuseful :(

Best regards
",MYFACES-234
"I am building a custom tabbed pane component. When moving between a tab that contains an x:datatable to any other tab, I receive this error:
java.lang.ClassCastException: org.apache.myfaces.component.html.ext.HtmlDataTableHack$1
	org.apache.myfaces.component.html.ext.HtmlDataTable.getRows(HtmlDataTable.java:547)
	org.apache.myfaces.component.html.ext.HtmlDataTableHack.refreshDescendantDataStates(HtmlDataTableHack.java:167)
	org.apache.myfaces.component.html.ext.HtmlDataTableHack.saveDescendantComponentStates(HtmlDataTableHack.java:129)
	org.apache.myfaces.component.html.ext.HtmlDataTableHack.setRowIndex(HtmlDataTableHack.java:71)
	org.apache.myfaces.component.html.ext.HtmlDataTable.setRowIndex(HtmlDataTable.java:186)
	javax.faces.component.UIData.processDecodes(UIData.java:674)
	org.apache.myfaces.component.html.ext.HtmlDataTable.processDecodes(HtmlDataTable.java:202)
	javax.faces.component.UIComponentBase.processDecodes(UIComponentBase.java:407)
	com.sun.j2ee.blueprints.bpcatalog.tabbedview.components.PaneComponent.processDecodes(PaneComponent.java:49)
	com.sun.j2ee.blueprints.bpcatalog.tabbedview.components.PaneComponent.processDecodes(PaneComponent.java:49)
	javax.faces.component.UIForm.processDecodes(UIForm.java:51)
	javax.faces.component.UIComponentBase.processDecodes(UIComponentBase.java:407)
	javax.faces.component.UIViewRoot.processDecodes(UIViewRoot.java:151)
	org.apache.myfaces.lifecycle.LifecycleImpl.applyRequestValues(LifecycleImpl.java:177)
	org.apache.myfaces.lifecycle.LifecycleImpl.execute(LifecycleImpl.java:87)
	javax.faces.webapp.FacesServlet.service(FacesServlet.java:109)
	org.apache.myfaces.component.html.util.ExtensionsFilter.doFilter(ExtensionsFilter.java:112)

Without using the tabbed panes, the datatables show up perfectly on the page. 
The datatables are included JSF files, nested inside the tab pane.

Any ideas as to why this is happening? What is the HtmlDataTableHack?

Best regards
Eyal Grundstein

",MYFACES-232
"An abstract class is specified for the inputHidden tag in the myfaces_html.tld and an InstantiationException is being thrown on the JSP because it cannot instantiate an abstract class.

java.lang.InstantiationException
	at sun.reflect.InstantiationExceptionConstructorAccessorImpl.newInstance(InstantiationExceptionConstructorAccessorImpl.java:30)
	at java.lang.reflect.Constructor.newInstance(Constructor.java:274)

--- myfaces_html.tld fragment ---

<!-- input_hidden -->
    <tag>
        <name>inputHidden</name>
        <tag-class>org.apache.myfaces.taglib.html.HtmlInputHiddenTagBase</tag-class>
        <body-content>JSP</body-content>
        &ui_input_attributes;
        <!-- HiddenRenderer attributes -->
    </tag>

The only implementation of the abstract HtmlInputHiddenTagBase that i could find is org.apache.myfaces.taglib.html.ext.HtmlInputHiddenTag. I am assuming this is suppossed to be specified as the tag-class rather than the HtmlInputHiddenTagBase.

Thanks",MYFACES-231
"Struts supports UTF-8 encoded property files and caching of property values with its PropertyMessageResources class. MyFaces uses standard Java ResourceBundle and its PropertyResourceBundle, which only allows Latin-1 encoded property files. Adding a ResourceBundle wrapper that allows UTF-8 encoded property files doesn't break anything since all UTF-8 encoded single byte characters are in the same positions as in Latin-1 encoding. I'll add a patch to this bug that contains a ResourceBundle wrapper and necessary changes to take it into use. ",MYFACES-230
"I have a problem using the DataList component. I would like to use input components within it, but the model isn't updated at all. I use a List a the DataList value.
If I use a DataTable instead everything works fine.

here an example - does NOT work:

<h:form>
         <x:dataList id=""foo"" var=""item""
                        value=""#{myBean.items}"" >
                <h:inputText value=""#{item.value}"" />
        </x:dataList>
            
    <h:commandButton  action=""save"" />
</h:form>


but this works:

<h:form>
         <h:dataTable id=""foo"" var=""item""
                        value=""#{myBean.items}"" >
                <h:inputText value=""#{item.value}"" />
        </h:dataTable>
            
    <h:commandButton  action=""save"" />
</h:form>


I'm not very familia with svn and the patch generation so i will submit my solution here. Some of the developers only has to c&p the code ;)

PROBLEM: Unimplemented methods in org.apache.myfaces.custom.datalist.HtmlDataList

public void processUpdates(FacesContext context);
public void processValidators(FacesContext context)

SOLUTION:

	public void processUpdates(FacesContext context) {
		int first = getFirst();
        int rows = getRows();
        int last;
        if (rows == 0)
        {
            last = getRowCount();
        }
        else
        {
            last = first + rows;
        }
        for (int rowIndex = first; rowIndex < last; rowIndex++)
        {
            setRowIndex(rowIndex);
            if (isRowAvailable())
            {
                for (Iterator it = getChildren().iterator(); it.hasNext();)
                {
                    UIComponent child = (UIComponent)it.next();
                    if (!child.isRendered())
                    {
                        continue;
                    }
                    child.processUpdates(context);
                }
            }
        }

        setRowIndex(-1);
	}
	

	public void processValidators(FacesContext context) {
		int first = getFirst();
        int rows = getRows();
        int last;
        if (rows == 0)
        {
            last = getRowCount();
        }
        else
        {
            last = first + rows;
        }
        for (int rowIndex = first; rowIndex < last; rowIndex++)
        {
            setRowIndex(rowIndex);
            if (isRowAvailable())
            {
                for (Iterator it = getChildren().iterator(); it.hasNext();)
                {
                    UIComponent child = (UIComponent)it.next();
                    if (!child.isRendered())
                    {
                        continue;
                    }
                    child.processValidators(context);
                }
            }
        }

        setRowIndex(-1);
	}",MYFACES-229
